;on_wind;grid;PEM input;Compressor;hydrogen_storage;Curtailment
2008;25.54;-0.0;-23.14;-2.41;-3.42;-17.01
2009;25.54;-0.0;-23.14;-2.41;-3.42;-19.46
2010;25.54;-0.0;-23.14;-2.41;-3.42;-21.72
2011;-0.0;-0.0;0.0;0.0;6.67;-46.91
2012;-0.0;-0.0;0.0;0.0;6.67;-44.1
2013;-0.0;-0.0;0.0;0.0;6.67;-40.82
2014;-0.0;-0.0;0.0;0.0;6.67;-38.14
2015;-0.0;-0.0;0.0;0.0;6.67;-34.97
2016;25.54;-0.0;-23.14;-2.41;-6.75;-4.89
2017;25.54;-0.0;-23.14;-2.41;-6.75;-0.06
2018;19.57;-0.0;-17.73;-1.84;-3.62;-0.0
2019;14.98;-0.0;-13.57;-1.41;-1.2;-0.0
2020;11.52;-0.0;-10.43;-1.08;0.61;-0.0
2021;8.47;-0.0;-7.68;-0.8;5.55;-0.0
2022;4.89;0.78;-5.14;-0.53;7.02;-0.0
2023;3.4;2.27;-5.14;-0.53;7.02;-0.0
2024;2.03;3.65;-5.14;-0.53;7.02;-0.0
2025;1.25;4.42;-5.14;-0.53;7.02;-0.0
2026;1.01;4.66;-5.14;-0.53;7.02;-0.0
2027;1.01;4.66;-5.14;-0.53;7.02;-0.0
2028;1.31;4.36;-5.14;-0.53;7.02;-0.0
2029;2.27;3.41;-5.14;-0.53;7.02;-0.0
2030;5.01;0.66;-5.14;-0.53;7.02;-0.0
2031;9.73;-0.0;-8.81;-0.92;4.89;-0.0
2032;15.58;-0.0;-14.11;-1.47;1.82;-0.0
2033;19.99;-0.0;-18.11;-1.88;-0.5;-0.0
2034;22.38;-0.0;-20.27;-2.11;-1.76;-0.0
2035;25.54;-0.0;-23.14;-2.41;-6.75;-1.37
2036;25.54;-0.0;-23.14;-2.41;-6.75;-3.4
2037;25.54;-0.0;-23.14;-2.41;-6.75;-1.85
2038;25.54;-0.0;-23.14;-2.41;-6.75;-0.36
2039;22.56;-0.0;-20.43;-2.12;-5.19;-0.0
2040;19.34;-0.0;-17.51;-1.82;-3.49;-0.0
2041;17.9;-0.0;-16.22;-1.69;-2.74;-0.0
2042;17.61;-0.0;-15.95;-1.66;-2.58;-0.0
2043;17.25;-0.0;-15.62;-1.62;-2.4;-0.0
2044;17.25;-0.0;-15.62;-1.62;-2.4;-0.0
2045;17.07;-0.0;-15.46;-1.61;1.03;-0.0
2046;15.58;-0.0;-14.11;-1.47;1.82;-0.0
2047;22.26;-0.0;-20.16;-2.1;-1.7;-0.0
2048;25.54;-0.0;-23.14;-2.41;-3.42;-3.76
2049;25.54;-0.0;-23.14;-2.41;-3.42;-4.12
2050;25.54;-0.0;-23.14;-2.41;-3.42;-4.89
2051;25.54;-0.0;-23.14;-2.41;-3.42;-6.92
2052;25.54;-0.0;-23.14;-2.41;-3.42;-9.13
2053;25.54;-0.0;-23.14;-2.41;-3.42;-10.26
2054;25.54;-0.0;-23.14;-2.41;-3.42;-10.38
2055;25.54;-0.0;-23.14;-2.41;-3.42;-8.65
2056;25.54;-0.0;-23.14;-2.41;-3.42;-5.67
2057;25.54;-0.0;-23.14;-2.41;-3.42;-7.52
2058;25.54;-0.0;-23.14;-2.41;-3.42;-8.41
2059;25.54;-0.0;-23.14;-2.41;-6.75;-8.24
2060;25.54;-0.0;-23.14;-2.41;-6.75;-7.76
2061;25.54;-0.0;-23.14;-2.41;-6.75;-5.91
2062;25.54;-0.0;-23.14;-2.41;-6.75;-5.73
2063;25.54;-0.0;-23.14;-2.41;-6.75;-5.91
2064;25.54;-0.0;-23.14;-2.41;-6.75;-3.76
2065;25.54;-0.0;-23.14;-2.41;-6.75;-1.13
2066;22.38;-0.0;-20.27;-2.11;-5.09;-0.0
2067;19.1;-0.0;-17.3;-1.8;-3.37;-0.0
2068;16.89;-0.0;-15.3;-1.59;-2.21;-0.0
2069;17.43;-0.0;-15.78;-1.64;0.84;-0.0
2070;14.86;-0.0;-13.46;-1.4;2.19;-0.0
2071;14.14;-0.0;-12.81;-1.33;2.57;-0.0
2072;14.98;-0.0;-13.57;-1.41;2.13;-0.0
2073;12.59;-0.0;-11.41;-1.19;3.38;-0.0
2074;10.68;-0.0;-9.68;-1.01;4.39;-0.0
2075;10.5;-0.0;-9.51;-0.99;4.48;-0.0
2076;10.26;-0.0;-9.3;-0.97;4.61;-0.0
2077;9.97;-0.0;-9.03;-0.94;4.76;-0.0
2078;9.61;-0.0;-8.7;-0.91;4.95;-0.0
2079;9.55;-0.0;-8.65;-0.9;4.98;-0.0
2080;9.25;-0.0;-8.38;-0.87;5.14;-0.0
2081;10.44;-0.0;-9.46;-0.98;4.51;-0.0
2082;12.77;-0.0;-11.57;-1.2;3.29;-0.0
2083;15.87;-0.0;-14.38;-1.5;-1.67;-0.0
2084;18.02;-0.0;-16.33;-1.7;-2.8;-0.0
2085;17.72;-0.0;-16.06;-1.67;-2.65;-0.0
2086;17.55;-0.0;-15.89;-1.65;-2.55;-0.0
2087;16.47;-0.0;-14.92;-1.55;-1.99;-0.0
2088;15.46;-0.0;-14.0;-1.46;-1.45;-0.0
2089;15.64;-0.0;-14.16;-1.47;-1.55;-0.0
2090;16.59;-0.0;-15.03;-1.56;-2.05;-0.0
2091;18.86;-0.0;-17.08;-1.78;-3.24;-0.0
2092;21.19;-0.0;-19.19;-2.0;-4.46;-0.0
2093;20.29;-0.0;-18.38;-1.91;-0.66;-0.0
2094;14.14;-0.0;-12.81;-1.33;2.57;-0.0
2095;11.58;-0.0;-10.49;-1.09;3.92;-0.0
2096;10.38;-0.0;-9.41;-0.98;4.54;-0.0
2097;10.5;-0.0;-9.51;-0.99;4.48;-0.0
2098;11.52;-0.0;-10.43;-1.08;3.95;-0.0
2099;13.07;-0.0;-11.84;-1.23;3.13;-0.0
2100;13.31;-0.0;-12.05;-1.25;3.01;-0.0
2101;13.13;-0.0;-11.89;-1.24;3.1;-0.0
2102;12.41;-0.0;-11.24;-1.17;3.48;-0.0
2103;10.92;-0.0;-9.89;-1.03;4.26;-0.0
2104;10.8;-0.0;-9.78;-1.02;4.32;-0.0
2105;11.64;-0.0;-10.54;-1.1;3.89;-0.0
2106;13.55;-0.0;-12.27;-1.28;2.88;-0.0
2107;14.68;-0.0;-13.3;-1.38;-1.05;-0.0
2108;15.87;-0.0;-14.38;-1.5;-1.67;-0.0
2109;18.56;-0.0;-16.81;-1.75;-3.09;-0.0
2110;21.01;-0.0;-19.03;-1.98;-4.37;-0.0
2111;21.9;-0.0;-19.84;-2.06;-4.84;-0.0
2112;22.02;-0.0;-19.95;-2.07;-4.9;-0.0
2113;23.51;-0.0;-21.3;-2.21;-5.69;-0.0
2114;25.54;-0.0;-23.14;-2.41;-6.75;-0.54
2115;25.54;-0.0;-23.14;-2.41;-6.75;-3.34
2116;25.54;-0.0;-23.14;-2.41;-6.75;-6.74
2117;25.54;-0.0;-23.14;-2.41;-3.42;-7.4
2118;25.54;-0.0;-23.14;-2.41;-3.42;-5.07
2119;25.54;-0.0;-23.14;-2.41;-3.42;-6.92
2120;25.54;-0.0;-23.14;-2.41;-3.42;-16.23
2121;25.54;-0.0;-23.14;-2.41;-3.42;-19.52
2122;25.54;-0.0;-23.14;-2.41;-3.42;-19.63
2123;25.54;-0.0;-23.14;-2.41;-3.42;-19.52
2124;25.54;-0.0;-23.14;-2.41;-3.42;-17.84
2125;25.54;-0.0;-23.14;-2.41;-3.42;-14.62
2126;25.54;-0.0;-23.14;-2.41;-3.42;-12.41
2127;25.54;-0.0;-23.14;-2.41;-3.42;-8.77
2128;25.54;-0.0;-23.14;-2.41;-3.42;-5.97
2129;25.54;-0.0;-23.14;-2.41;-3.42;-5.79
2130;25.54;-0.0;-23.14;-2.41;-3.42;-5.67
2131;25.54;-0.0;-23.14;-2.41;-6.75;-6.15
2132;25.54;-0.0;-23.14;-2.41;-6.75;-6.74
2133;25.54;-0.0;-23.14;-2.41;-6.75;-2.69
2134;25.54;-0.0;-23.14;-2.41;-6.75;-1.31
2135;25.48;-0.0;-23.08;-2.4;-6.72;-0.0
2136;25.07;-0.0;-22.7;-2.36;-6.5;-0.0
2137;21.25;-0.0;-19.24;-2.0;-4.5;-0.0
2138;19.04;-0.0;-17.24;-1.79;-3.34;-0.0
2139;18.68;-0.0;-16.92;-1.76;-3.15;-0.0
2140;18.14;-0.0;-16.43;-1.71;-2.87;-0.0
2141;17.01;-0.0;-15.41;-1.6;1.06;-0.0
2142;16.11;-0.0;-14.6;-1.52;1.53;-0.0
2143;16.35;-0.0;-14.81;-1.54;1.41;-0.0
2144;20.29;-0.0;-18.38;-1.91;-0.66;-0.0
2145;19.4;-0.0;-17.57;-1.83;-0.19;-0.0
2146;19.57;-0.0;-17.73;-1.84;-0.29;-0.0
2147;20.65;-0.0;-18.7;-1.94;-0.85;-0.0
2148;18.86;-0.0;-17.08;-1.78;0.09;-0.0
2149;17.9;-0.0;-16.22;-1.69;0.59;-0.0
2150;18.2;-0.0;-16.49;-1.71;0.44;-0.0
2151;19.4;-0.0;-17.57;-1.83;-0.19;-0.0
2152;19.57;-0.0;-17.73;-1.84;-0.29;-0.0
2153;20.17;-0.0;-18.27;-1.9;-0.6;-0.0
2154;20.11;-0.0;-18.22;-1.89;-0.57;-0.0
2155;20.53;-0.0;-18.6;-1.93;-4.12;-0.0
2156;21.19;-0.0;-19.19;-2.0;-4.46;-0.0
2157;20.05;-0.0;-18.16;-1.89;-3.87;-0.0
2158;19.1;-0.0;-17.3;-1.8;-3.37;-0.0
2159;20.11;-0.0;-18.22;-1.89;-3.9;-0.0
2160;20.35;-0.0;-18.43;-1.92;-4.03;-0.0
2161;21.66;-0.0;-19.62;-2.04;-4.72;-0.0
2162;19.81;-0.0;-17.95;-1.87;-3.74;-0.0
2163;17.55;-0.0;-15.89;-1.65;-2.55;-0.0
2164;15.64;-0.0;-14.16;-1.47;-1.55;-0.0
2165;12.95;-0.0;-11.73;-1.22;3.2;-0.0
2166;10.03;-0.0;-9.08;-0.94;4.73;-0.0
2167;7.64;-0.0;-6.92;-0.72;5.99;-0.0
2168;5.37;0.31;-5.14;-0.53;7.02;-0.0
2169;4.24;1.44;-5.14;-0.53;7.02;-0.0
2170;5.01;0.66;-5.14;-0.53;7.02;-0.0
2171;7.16;-0.0;-6.49;-0.67;6.24;-0.0
2172;10.15;-0.0;-9.19;-0.96;4.67;-0.0
2173;14.02;-0.0;-12.7;-1.32;2.63;-0.0
2174;18.86;-0.0;-17.08;-1.78;0.09;-0.0
2175;23.16;-0.0;-20.97;-2.18;-2.17;-0.0
2176;25.54;-0.0;-23.14;-2.41;-3.42;-3.34
2177;25.54;-0.0;-23.14;-2.41;-3.42;-8.95
2178;25.54;-0.0;-23.14;-2.41;-3.42;-13.55
2179;-0.0;-0.0;0.0;0.0;6.67;-40.76
2180;-0.0;-0.0;0.0;0.0;6.67;-40.7
2181;-0.0;-0.0;0.0;0.0;6.67;-38.79
2182;-0.0;-0.0;0.0;0.0;6.67;-35.93
2183;-0.0;-0.0;0.0;0.0;6.67;-32.82
2184;25.54;-0.0;-23.14;-2.41;-6.75;-5.25
2185;25.54;-0.0;-23.14;-2.41;-6.75;-3.4
2186;25.54;-0.0;-23.14;-2.41;-6.75;-1.91
2187;25.54;-0.0;-23.14;-2.41;-6.75;-1.43
2188;25.54;-0.0;-23.14;-2.41;-6.75;-0.0
2189;22.44;-0.0;-20.33;-2.11;-1.79;-0.0
2190;22.44;-0.0;-20.33;-2.11;-1.79;-0.0
2191;25.54;-0.0;-23.14;-2.41;-3.42;-5.43
2192;25.54;-0.0;-23.14;-2.41;-3.42;-2.92
2193;25.07;-0.0;-22.7;-2.36;-3.17;-0.0
2194;22.44;-0.0;-20.33;-2.11;-1.79;-0.0
2195;20.77;-0.0;-18.81;-1.96;-0.91;-0.0
2196;19.57;-0.0;-17.73;-1.84;-0.29;-0.0
2197;18.56;-0.0;-16.81;-1.75;0.25;-0.0
2198;18.08;-0.0;-16.38;-1.7;0.5;-0.0
2199;18.02;-0.0;-16.33;-1.7;0.53;-0.0
2200;17.61;-0.0;-15.95;-1.66;0.75;-0.0
2201;19.1;-0.0;-17.3;-1.8;-0.03;-0.0
2202;23.57;-0.0;-21.35;-2.22;-2.39;-0.0
2203;23.39;-0.0;-21.19;-2.2;-5.62;-0.0
2204;21.6;-0.0;-19.57;-2.03;-4.68;-0.0
2205;20.77;-0.0;-18.81;-1.96;-4.25;-0.0
2206;19.46;-0.0;-17.62;-1.83;-3.56;-0.0
2207;18.38;-0.0;-16.65;-1.73;-2.99;-0.0
2208;17.72;-0.0;-16.06;-1.67;-2.65;-0.0
2209;17.55;-0.0;-15.89;-1.65;-2.55;-0.0
2210;17.43;-0.0;-15.78;-1.64;-2.49;-0.0
2211;16.71;-0.0;-15.14;-1.57;-2.11;-0.0
2212;15.22;-0.0;-13.78;-1.43;-1.33;-0.0
2213;12.35;-0.0;-11.19;-1.16;3.51;-0.0
2214;7.58;-0.0;-6.87;-0.71;6.02;-0.0
2215;12.23;-0.0;-11.08;-1.15;3.57;-0.0
2216;14.98;-0.0;-13.57;-1.41;2.13;-0.0
2217;14.98;-0.0;-13.57;-1.41;2.13;-0.0
2218;14.92;-0.0;-13.51;-1.41;2.16;-0.0
2219;14.56;-0.0;-13.19;-1.37;2.35;-0.0
2220;13.79;-0.0;-12.49;-1.3;2.76;-0.0
2221;12.95;-0.0;-11.73;-1.22;3.2;-0.0
2222;12.11;-0.0;-10.97;-1.14;3.63;-0.0
2223;11.82;-0.0;-10.7;-1.11;3.79;-0.0
2224;11.34;-0.0;-10.27;-1.07;4.04;-0.0
2225;12.35;-0.0;-11.19;-1.16;3.51;-0.0
2226;15.46;-0.0;-14.0;-1.46;1.88;-0.0
2227;17.84;-0.0;-16.16;-1.68;-2.71;-0.0
2228;18.56;-0.0;-16.81;-1.75;-3.09;-0.0
2229;18.2;-0.0;-16.49;-1.71;-2.9;-0.0
2230;16.95;-0.0;-15.35;-1.6;-2.24;-0.0
2231;15.34;-0.0;-13.89;-1.44;-1.39;-0.0
2232;13.49;-0.0;-12.22;-1.27;-0.42;-0.0
2233;10.86;-0.0;-9.84;-1.02;0.96;-0.0
2234;8.36;-0.0;-7.57;-0.79;2.28;-0.0
2235;6.15;-0.0;-5.57;-0.58;3.44;-0.0
2236;4.36;1.32;-5.14;-0.53;3.68;-0.0
2237;3.04;2.63;-5.14;-0.53;7.02;-0.0
2238;1.31;4.36;-5.14;-0.53;7.02;-0.0
2239;0.84;4.84;-5.14;-0.53;7.02;-0.0
2240;1.31;4.36;-5.14;-0.53;7.02;-0.0
2241;1.67;4.01;-5.14;-0.53;7.02;-0.0
2242;1.91;3.77;-5.14;-0.53;7.02;-0.0
2243;1.91;3.77;-5.14;-0.53;7.02;-0.0
2244;1.79;3.89;-5.14;-0.53;7.02;-0.0
2245;1.55;4.12;-5.14;-0.53;7.02;-0.0
2246;1.49;4.18;-5.14;-0.53;7.02;-0.0
2247;1.73;3.95;-5.14;-0.53;7.02;-0.0
2248;2.21;3.47;-5.14;-0.53;7.02;-0.0
2249;3.34;2.33;-5.14;-0.53;7.02;-0.0
2250;4.36;1.32;-5.14;-0.53;7.02;-0.0
2251;5.01;0.66;-5.14;-0.53;3.68;-0.0
2252;5.31;0.36;-5.14;-0.53;3.68;-0.0
2253;5.31;0.36;-5.14;-0.53;3.68;-0.0
2254;4.95;0.72;-5.14;-0.53;3.68;-0.0
2255;4.24;1.44;-5.14;-0.53;3.68;-0.0
2256;3.76;1.92;-5.14;-0.53;3.68;-0.0
2257;3.22;2.45;-5.14;-0.53;3.68;-0.0
2258;2.75;2.93;-5.14;-0.53;3.68;-0.0
2259;2.39;3.29;-5.14;-0.53;3.68;-0.0
2260;2.03;3.65;-5.14;-0.53;3.68;-0.0
2261;1.79;3.89;-5.14;-0.53;7.02;-0.0
2262;1.07;4.6;-5.14;-0.53;7.02;-0.0
2263;0.6;5.08;-5.14;-0.53;7.02;-0.0
2264;0.95;4.72;-5.14;-0.53;7.02;-0.0
2265;0.9;4.78;-5.14;-0.53;7.02;-0.0
2266;0.78;4.9;-5.14;-0.53;7.02;-0.0
2267;0.66;5.02;-5.14;-0.53;7.02;-0.0
2268;0.48;5.2;-5.14;-0.53;7.02;-0.0
2269;0.3;5.38;-5.14;-0.53;7.02;-0.0
2270;0.24;5.44;-5.14;-0.53;7.02;-0.0
2271;0.24;5.44;-5.14;-0.53;7.02;-0.0
2272;0.42;5.26;-5.14;-0.53;7.02;-0.0
2273;1.01;4.66;-5.14;-0.53;7.02;-0.0
2274;1.91;3.77;-5.14;-0.53;7.02;-0.0
2275;3.04;2.63;-5.14;-0.53;3.68;-0.0
2276;4.36;1.32;-5.14;-0.53;3.68;-0.0
2277;5.79;-0.0;-5.24;-0.55;3.62;-0.0
2278;7.4;-0.0;-6.7;-0.7;2.78;-0.0
2279;9.43;-0.0;-8.54;-0.89;1.71;-0.0
2280;11.76;-0.0;-10.65;-1.11;0.49;-0.0
2281;14.02;-0.0;-12.7;-1.32;-0.7;-0.0
2282;15.58;-0.0;-14.11;-1.47;-1.52;-0.0
2283;16.11;-0.0;-14.6;-1.52;-1.8;-0.0
2284;16.29;-0.0;-14.76;-1.53;-1.89;-0.0
2285;15.22;-0.0;-13.78;-1.43;2.0;-0.0
2286;8.12;-0.0;-7.35;-0.76;5.73;-0.0
2287;5.43;0.25;-5.14;-0.53;7.02;-0.0
2288;9.25;-0.0;-8.38;-0.87;5.14;-0.0
2289;10.8;-0.0;-9.78;-1.02;4.32;-0.0
2290;11.58;-0.0;-10.49;-1.09;3.92;-0.0
2291;11.94;-0.0;-10.81;-1.12;3.73;-0.0
2292;11.34;-0.0;-10.27;-1.07;4.04;-0.0
2293;10.44;-0.0;-9.46;-0.98;4.51;-0.0
2294;9.43;-0.0;-8.54;-0.89;5.05;-0.0
2295;8.59;-0.0;-7.78;-0.81;5.48;-0.0
2296;8.3;-0.0;-7.51;-0.78;5.64;-0.0
2297;10.62;-0.0;-9.62;-1.0;4.42;-0.0
2298;13.96;-0.0;-12.65;-1.32;2.66;-0.0
2299;16.65;-0.0;-15.08;-1.57;-2.08;-0.0
2300;17.37;-0.0;-15.73;-1.64;-2.46;-0.0
2301;16.95;-0.0;-15.35;-1.6;-2.24;-0.0
2302;16.83;-0.0;-15.24;-1.59;-2.18;-0.0
2303;16.23;-0.0;-14.7;-1.53;-1.86;-0.0
2304;16.53;-0.0;-14.97;-1.56;-2.02;-0.0
2305;17.37;-0.0;-15.73;-1.64;-2.46;-0.0
2306;17.37;-0.0;-15.73;-1.64;-2.46;-0.0
2307;17.07;-0.0;-15.46;-1.61;-2.3;-0.0
2308;17.01;-0.0;-15.41;-1.6;-2.27;-0.0
2309;15.16;-0.0;-13.73;-1.43;2.04;-0.0
2310;10.62;-0.0;-9.62;-1.0;4.42;-0.0
2311;12.71;-0.0;-11.51;-1.2;3.32;-0.0
2312;17.37;-0.0;-15.73;-1.64;0.88;-0.0
2313;19.87;-0.0;-18.0;-1.87;-0.44;-0.0
2314;19.63;-0.0;-17.79;-1.85;-0.32;-0.0
2315;17.72;-0.0;-16.06;-1.67;0.69;-0.0
2316;15.16;-0.0;-13.73;-1.43;2.04;-0.0
2317;12.77;-0.0;-11.57;-1.2;3.29;-0.0
2318;10.92;-0.0;-9.89;-1.03;4.26;-0.0
2319;9.73;-0.0;-8.81;-0.92;4.89;-0.0
2320;9.61;-0.0;-8.7;-0.91;4.95;-0.0
2321;13.91;-0.0;-12.6;-1.31;2.69;-0.0
2322;20.47;-0.0;-18.54;-1.93;-0.76;-0.0
2323;21.9;-0.0;-19.84;-2.06;-4.84;-0.0
2324;19.1;-0.0;-17.3;-1.8;-3.37;-0.0
2325;15.52;-0.0;-14.06;-1.46;-1.49;-0.0
2326;12.0;-0.0;-10.87;-1.13;0.36;-0.0
2327;8.77;-0.0;-7.95;-0.83;2.06;-0.0
2328;6.15;-0.0;-5.57;-0.58;3.44;-0.0
2329;5.07;0.6;-5.14;-0.53;3.68;-0.0
2330;5.01;0.66;-5.14;-0.53;3.68;-0.0
2331;5.07;0.6;-5.14;-0.53;3.68;-0.0
2332;5.07;0.6;-5.14;-0.53;3.68;-0.0
2333;4.54;1.14;-5.14;-0.53;7.02;-0.0
2334;3.34;2.33;-5.14;-0.53;7.02;-0.0
2335;2.69;2.99;-5.14;-0.53;7.02;-0.0
2336;2.33;3.35;-5.14;-0.53;7.02;-0.0
2337;2.33;3.35;-5.14;-0.53;7.02;-0.0
2338;2.69;2.99;-5.14;-0.53;7.02;-0.0
2339;3.16;2.51;-5.14;-0.53;7.02;-0.0
2340;3.7;1.98;-5.14;-0.53;7.02;-0.0
2341;4.12;1.56;-5.14;-0.53;7.02;-0.0
2342;4.36;1.32;-5.14;-0.53;7.02;-0.0
2343;4.6;1.08;-5.14;-0.53;7.02;-0.0
2344;4.54;1.14;-5.14;-0.53;7.02;-0.0
2345;4.12;1.56;-5.14;-0.53;7.02;-0.0
2346;4.12;1.56;-5.14;-0.53;7.02;-0.0
2347;-0.0;-0.0;0.0;0.0;6.67;-4.06
2348;-0.0;-0.0;0.0;0.0;6.67;-3.64
2349;-0.0;-0.0;0.0;0.0;6.67;-3.16
2350;-0.0;-0.0;0.0;0.0;6.67;-2.69
2351;-0.0;-0.0;0.0;0.0;6.67;-2.39
2352;2.39;3.29;-5.14;-0.53;3.68;-0.0
2353;2.57;3.11;-5.14;-0.53;3.68;-0.0
2354;2.86;2.81;-5.14;-0.53;3.68;-0.0
2355;3.28;2.39;-5.14;-0.53;3.68;-0.0
2356;3.52;2.16;-5.14;-0.53;3.68;-0.0
2357;3.22;2.45;-5.14;-0.53;7.02;-0.0
2358;2.69;2.99;-5.14;-0.53;7.02;-0.0
2359;3.34;2.33;-5.14;-0.53;7.02;-0.0
2360;3.76;1.92;-5.14;-0.53;7.02;-0.0
2361;4.3;1.38;-5.14;-0.53;7.02;-0.0
2362;4.71;0.96;-5.14;-0.53;7.02;-0.0
2363;5.01;0.66;-5.14;-0.53;7.02;-0.0
2364;5.01;0.66;-5.14;-0.53;7.02;-0.0
2365;4.6;1.08;-5.14;-0.53;7.02;-0.0
2366;4.12;1.56;-5.14;-0.53;7.02;-0.0
2367;3.88;1.8;-5.14;-0.53;7.02;-0.0
2368;3.7;1.98;-5.14;-0.53;7.02;-0.0
2369;5.13;0.54;-5.14;-0.53;7.02;-0.0
2370;9.37;-0.0;-8.49;-0.88;5.08;-0.0
2371;14.38;-0.0;-13.03;-1.35;-0.89;-0.0
2372;17.67;-0.0;-16.0;-1.66;-2.61;-0.0
2373;18.92;-0.0;-17.14;-1.78;-3.27;-0.0
2374;19.81;-0.0;-17.95;-1.87;-3.74;-0.0
2375;21.66;-0.0;-19.62;-2.04;-4.72;-0.0
2376;23.27;-0.0;-21.08;-2.19;-5.56;-0.0
2377;23.33;-0.0;-21.14;-2.2;-5.59;-0.0
2378;23.04;-0.0;-20.87;-2.17;-5.44;-0.0
2379;23.04;-0.0;-20.87;-2.17;-5.44;-0.0
2380;23.33;-0.0;-21.14;-2.2;-5.59;-0.0
2381;20.29;-0.0;-18.38;-1.91;-0.66;-0.0
2382;12.89;-0.0;-11.68;-1.21;3.23;-0.0
2383;10.26;-0.0;-9.3;-0.97;4.61;-0.0
2384;22.5;-0.0;-20.38;-2.12;-1.82;-0.0
2385;25.54;-0.0;-23.14;-2.41;-3.42;-5.67
2386;25.54;-0.0;-23.14;-2.41;-3.42;-8.59
2387;25.54;-0.0;-23.14;-2.41;-3.42;-11.04
2388;25.54;-0.0;-23.14;-2.41;-3.42;-12.06
2389;25.54;-0.0;-23.14;-2.41;-3.42;-11.94
2390;25.54;-0.0;-23.14;-2.41;-3.42;-11.16
2391;25.54;-0.0;-23.14;-2.41;-3.42;-9.79
2392;25.54;-0.0;-23.14;-2.41;-3.42;-9.67
2393;25.54;-0.0;-23.14;-2.41;-3.42;-10.68
2394;25.54;-0.0;-23.14;-2.41;-3.42;-9.43
2395;25.54;-0.0;-23.14;-2.41;-6.75;-8.95
2396;25.54;-0.0;-23.14;-2.41;-6.75;-7.94
2397;25.54;-0.0;-23.14;-2.41;-6.75;-8.59
2398;25.54;-0.0;-23.14;-2.41;-6.75;-9.25
2399;25.54;-0.0;-23.14;-2.41;-6.75;-6.92
2400;25.54;-0.0;-23.14;-2.41;-6.75;-5.19
2401;25.54;-0.0;-23.14;-2.41;-6.75;-3.94
2402;25.54;-0.0;-23.14;-2.41;-6.75;-0.95
2403;25.54;-0.0;-23.14;-2.41;-6.75;-1.13
2404;25.54;-0.0;-23.14;-2.41;-6.75;-1.85
2405;25.54;-0.0;-23.14;-2.41;-3.42;-1.49
2406;25.54;-0.0;-23.14;-2.41;-3.42;-5.61
2407;25.54;-0.0;-23.14;-2.41;-3.42;-14.2
2408;25.54;-0.0;-23.14;-2.41;-3.42;-17.84
2409;25.54;-0.0;-23.14;-2.41;-3.42;-19.1
2410;25.54;-0.0;-23.14;-2.41;-3.42;-19.34
2411;25.54;-0.0;-23.14;-2.41;-3.42;-18.5
2412;25.54;-0.0;-23.14;-2.41;-3.42;-17.37
2413;25.54;-0.0;-23.14;-2.41;-3.42;-16.29
2414;25.54;-0.0;-23.14;-2.41;-3.42;-14.56
2415;25.54;-0.0;-23.14;-2.41;-3.42;-9.73
2416;23.99;-0.0;-21.73;-2.26;-2.61;-0.0
2417;13.73;-0.0;-12.43;-1.29;2.79;-0.0
2418;7.04;-0.0;-6.38;-0.66;6.3;-0.0
2419;2.33;3.35;-5.14;-0.53;3.68;-0.0
2420;2.21;3.47;-5.14;-0.53;3.68;-0.0
2421;7.16;-0.0;-6.49;-0.67;2.9;-0.0
2422;15.58;-0.0;-14.11;-1.47;-1.52;-0.0
2423;22.56;-0.0;-20.43;-2.12;-5.19;-0.0
2424;23.93;-0.0;-21.68;-2.25;-5.91;-0.0
2425;23.04;-0.0;-20.87;-2.17;-5.44;-0.0
2426;22.02;-0.0;-19.95;-2.07;-4.9;-0.0
2427;21.9;-0.0;-19.84;-2.06;-4.84;-0.0
2428;21.96;-0.0;-19.89;-2.07;-4.87;-0.0
2429;21.78;-0.0;-19.73;-2.05;-1.45;-0.0
2430;21.37;-0.0;-19.35;-2.01;-1.23;-0.0
2431;23.69;-0.0;-21.46;-2.23;-2.45;-0.0
2432;25.54;-0.0;-23.14;-2.41;-3.42;-5.79
2433;25.54;-0.0;-23.14;-2.41;-3.42;-12.29
2434;25.54;-0.0;-23.14;-2.41;-3.42;-13.01
2435;25.54;-0.0;-23.14;-2.41;-3.42;-9.85
2436;25.54;-0.0;-23.14;-2.41;-3.42;-0.24
2437;16.35;-0.0;-14.81;-1.54;1.41;-0.0
2438;12.11;-0.0;-10.97;-1.14;3.63;-0.0
2439;12.06;-0.0;-10.92;-1.14;3.67;-0.0
2440;11.16;-0.0;-10.11;-1.05;4.14;-0.0
2441;10.74;-0.0;-9.73;-1.01;4.36;-0.0
2442;11.58;-0.0;-10.49;-1.09;3.92;-0.0
2443;14.14;-0.0;-12.81;-1.33;-0.76;-0.0
2444;15.7;-0.0;-14.22;-1.48;-1.58;-0.0
2445;15.28;-0.0;-13.84;-1.44;-1.36;-0.0
2446;16.59;-0.0;-15.03;-1.56;-2.05;-0.0
2447;20.17;-0.0;-18.27;-1.9;-3.93;-0.0
2448;23.87;-0.0;-21.62;-2.25;-5.88;-0.0
2449;25.54;-0.0;-23.14;-2.41;-6.75;-0.84
2450;25.54;-0.0;-23.14;-2.41;-6.75;-1.85
2451;25.54;-0.0;-23.14;-2.41;-6.75;-0.95
2452;25.54;-0.0;-23.14;-2.41;-6.75;-6.92
2453;25.54;-0.0;-23.14;-2.41;-3.42;-10.32
