;on_wind;PEM input;battery_storage;Compressor;hydrogen_storage;Curtailment
2297;14.59;-13.22;0.0;-1.37;2.33;-0.0
2298;19.18;-17.38;0.0;-1.81;-0.08;-0.0
2299;22.87;-20.72;0.0;-2.15;-5.35;-0.0
2300;23.86;-21.61;0.0;-2.25;-5.87;-0.0
2301;23.28;-21.09;0.0;-2.19;-5.57;-0.0
2302;23.12;-20.94;0.0;-2.18;-5.48;-0.0
2303;22.3;-20.2;0.0;-2.1;-5.05;-0.0
2304;22.71;-20.57;0.0;-2.14;-5.26;-0.0
2305;23.86;-21.61;0.0;-2.25;-5.87;-0.0
2306;23.86;-21.61;0.0;-2.25;-5.87;-0.0
2307;23.45;-21.24;0.0;-2.21;-5.65;-0.0
2308;23.37;-21.16;0.0;-2.2;-5.61;-0.0
2309;20.82;-18.86;0.0;-1.96;-0.94;-0.0
2310;14.59;-13.22;0.0;-1.37;2.33;-0.0
2311;17.46;-15.82;0.0;-1.64;0.82;-0.0
2312;23.86;-21.61;0.0;-2.25;-2.53;-0.0
2313;27.3;-21.61;-3.44;-2.25;-2.53;-0.0
2314;26.97;-21.61;-3.12;-2.25;-2.53;-0.0
2315;24.35;-21.61;-0.49;-2.25;-2.53;-0.0
2316;20.82;-18.86;0.0;-1.96;-0.94;-0.0
2317;17.54;-15.89;0.0;-1.65;0.78;-0.0
2318;15.0;-13.59;0.0;-1.41;2.12;-0.0
2319;13.36;-12.1;0.0;-1.26;2.98;-0.0
2320;13.2;-11.96;0.0;-1.24;3.06;-0.0
2321;19.1;-17.3;0.0;-1.8;-0.04;-0.0
2322;28.12;-21.61;-4.26;-2.25;-2.53;-0.0
2323;30.09;-21.61;-6.23;-2.25;-5.87;-0.0
2324;26.23;-21.61;-2.38;-2.25;-5.87;-0.0
2325;21.32;-19.31;0.0;-2.01;-4.53;-0.0
2326;16.48;-14.93;0.0;-1.55;-1.99;-0.0
2327;12.05;-10.92;0.0;-1.14;0.33;-0.0
2328;8.44;-7.65;0.0;-0.8;2.23;-0.0
2329;6.97;-7.56;1.37;-0.79;2.28;-0.0
2330;6.89;-6.24;0.0;-0.65;3.05;-0.0
2331;6.97;-6.31;0.0;-0.66;3.0;-0.0
2332;6.97;-6.31;0.0;-0.66;3.0;-0.0
2333;6.23;-5.64;0.0;-0.59;6.73;-0.0
2334;4.59;-4.8;0.71;-0.5;7.21;-0.0
2335;3.69;-4.8;1.61;-0.5;7.21;-0.0
2336;3.2;-4.8;2.1;-0.5;7.21;-0.0
2337;3.2;-4.8;2.1;-0.5;7.21;-0.0
2338;3.69;-4.8;1.61;-0.5;7.21;-0.0
2339;4.35;-17.24;14.69;-1.79;0.0;-0.0
2340;5.08;-4.8;0.22;-0.5;7.21;-0.0
2341;5.66;-5.12;0.0;-0.53;7.03;-0.0
2342;5.98;-5.42;0.0;-0.56;6.85;-0.0
2343;6.31;-17.24;12.72;-1.79;0.0;-0.0
2344;6.23;-5.64;0.0;-0.59;6.73;-0.0
2345;5.66;-5.12;0.0;-0.53;7.03;-0.0
2346;5.66;-5.12;0.0;-0.53;7.03;-0.0
2347;5.57;0.0;-5.57;0.0;6.67;-0.0
2348;5.0;0.0;-5.0;0.0;6.67;-0.0
2349;4.35;0.0;-4.35;0.0;6.67;-0.0
2350;3.69;0.0;-3.69;0.0;6.67;-0.0
2351;3.28;0.0;-3.28;0.0;6.67;-0.0
2352;3.28;-4.8;2.02;-0.5;3.88;-0.0
2353;3.53;-4.8;1.78;-0.5;3.88;-0.0
2354;3.94;-4.8;1.37;-0.5;3.88;-0.0
2355;4.51;-4.8;0.79;-0.5;3.88;-0.0
2356;4.84;-4.8;0.46;-0.5;3.88;-0.0
2357;4.43;-4.8;0.87;-0.5;7.21;-0.0
2358;3.69;-17.24;15.34;-1.79;0.0;-0.0
2359;4.59;-17.24;14.44;-1.79;0.0;-0.0
2360;5.16;-4.8;0.14;-0.5;7.21;-0.0
2361;5.9;-5.35;0.0;-0.56;6.9;-0.0
2362;6.48;-5.87;0.0;-0.61;6.6;-0.0
2363;6.89;-6.24;0.0;-0.65;6.38;-0.0
2364;6.89;-6.24;0.0;-0.65;6.38;-0.0
2365;6.31;-5.72;0.0;-0.59;6.68;-0.0
2366;5.66;-5.12;0.0;-0.53;7.03;-0.0
2367;5.33;-4.83;0.0;-0.5;7.2;-0.0
2368;5.08;-4.8;0.22;-0.5;7.21;-0.0
2369;7.05;-6.39;0.0;-0.66;6.29;-0.0
2370;12.87;-11.66;0.0;-1.21;3.24;-0.0
2371;19.76;-17.9;0.0;-1.86;-3.71;-0.0
2372;23.86;-21.61;0.0;-2.25;-5.87;-0.41
2373;23.86;-21.61;0.0;-2.25;-5.87;-2.13
2374;23.86;-21.61;0.0;-2.25;-5.87;-3.36
2375;23.86;-21.61;0.0;-2.25;-5.87;-5.9
2376;23.86;-21.61;0.0;-2.25;-5.87;-8.12
2377;23.86;-21.61;0.0;-2.25;-5.87;-8.2
2378;27.55;-21.61;-3.69;-2.25;-5.87;-4.1
2379;23.86;-21.61;0.0;-2.25;-5.87;-7.79
2380;32.06;-21.61;-8.2;-2.25;-5.87;-0.0
2381;27.87;-21.61;-4.02;-2.25;-2.53;-0.0
2382;17.71;-21.61;6.15;-2.25;-2.53;-0.0
2383;14.1;-21.61;9.76;-2.25;-2.53;-0.0
2384;23.86;-21.61;0.0;-2.25;-2.53;-7.05
2385;23.86;-21.61;0.0;-2.25;-2.53;-19.02
2386;23.86;-21.61;0.0;-2.25;-2.53;-23.04
2387;23.86;-21.61;0.0;-2.25;-2.53;-26.4
2388;23.86;-21.61;0.0;-2.25;-2.53;-27.79
2389;23.86;-21.61;0.0;-2.25;-2.53;-27.63
2390;23.86;-21.61;0.0;-2.25;-2.53;-26.56
2391;23.86;-21.61;0.0;-2.25;-2.53;-24.68
2392;23.86;-21.61;0.0;-2.25;-2.53;-24.51
2393;23.86;-21.61;0.0;-2.25;-2.53;-25.91
2394;23.86;-21.61;0.0;-2.25;-2.53;-24.19
2395;23.86;-21.61;0.0;-2.25;-5.87;-23.53
2396;23.86;-21.61;0.0;-2.25;-5.87;-22.14
2397;23.86;-21.61;0.0;-2.25;-5.87;-23.04
2398;23.86;-21.61;0.0;-2.25;-5.87;-23.94
2399;23.86;-21.61;0.0;-2.25;-5.87;-20.74
2400;23.86;-21.61;0.0;-2.25;-5.87;-18.36
2401;23.86;-21.61;0.0;-2.25;-5.87;-16.64
2402;23.86;-21.61;0.0;-2.25;-5.87;-12.54
2403;23.86;-21.61;0.0;-2.25;-5.87;-12.79
2404;23.86;-21.61;0.0;-2.25;-5.87;-13.77
2405;23.86;-21.61;0.0;-2.25;-2.53;-13.28
2406;23.86;-21.61;0.0;-2.25;-2.53;-18.94
2407;23.86;-21.61;0.0;-2.25;-2.53;-30.74
2408;23.86;-21.61;0.0;-2.25;-2.53;-35.74
2409;23.86;-21.61;0.0;-2.25;-2.53;-37.47
2410;23.86;-21.61;0.0;-2.25;-2.53;-37.79
2411;23.86;-21.61;0.0;-2.25;-2.53;-36.65
2412;23.86;-21.61;0.0;-2.25;-2.53;-35.09
2413;36.07;-21.61;-12.22;-2.25;-2.53;-21.4
2414;55.09;-21.61;-31.24;-2.25;-2.53;-0.0
2415;48.45;-21.61;-24.6;-2.25;-2.53;-0.0
2416;32.96;-21.61;-9.1;-2.25;-2.53;-0.0
2417;18.86;-21.61;5.0;-2.25;-2.53;-0.0
2418;9.67;-21.61;14.18;-2.25;-2.53;-0.0
2419;3.2;-21.61;20.66;-2.25;-5.87;-0.0
2420;3.03;-21.61;20.82;-2.25;-5.87;-0.0
2421;9.84;-21.61;14.02;-2.25;-5.87;-0.0
2422;21.4;-21.61;2.46;-2.25;-5.87;-0.0
2423;23.86;-21.61;0.0;-2.25;-5.87;-7.13
2424;23.86;-21.61;0.0;-2.25;-5.87;-9.02
2425;23.86;-21.61;0.0;-2.25;-5.87;-7.79
2426;23.86;-21.61;0.0;-2.25;-5.87;-6.39
2427;23.86;-21.61;0.0;-2.25;-5.87;-6.23
2428;23.86;-21.61;0.0;-2.25;-5.87;-6.31
2429;23.86;-21.61;0.0;-2.25;-2.53;-6.07
2430;23.86;-21.61;0.0;-2.25;-2.53;-5.49
2431;23.86;-21.61;0.0;-2.25;-2.53;-8.69
2432;39.68;-21.61;-15.82;-2.25;-2.53;-3.36
2433;23.86;-21.61;0.0;-2.25;-2.53;-28.12
2434;23.86;-21.61;0.0;-2.25;-2.53;-29.1
2435;48.62;-21.61;-24.76;-2.25;-2.53;-0.0
2436;35.42;-21.61;-11.56;-2.25;-2.53;-0.0
2437;22.46;-21.61;1.39;-2.25;-2.53;-0.0
2438;16.64;-21.61;7.21;-2.25;-2.53;-0.0
2439;16.56;-21.61;7.3;-2.25;-2.53;-0.0
2440;15.33;-21.61;8.53;-2.25;-2.53;-0.0
2441;14.76;-21.61;9.1;-2.25;-2.53;-0.0
2442;15.9;-21.61;7.95;-2.25;-2.53;-0.0
2443;19.43;-21.61;4.43;-2.25;-5.87;-0.0
2444;21.56;-21.61;2.3;-2.25;-5.87;-0.0
2445;20.99;-21.61;2.87;-2.25;-5.87;-0.0
2446;22.79;-21.61;1.07;-2.25;-5.87;-0.0
2447;23.86;-21.61;0.0;-2.25;-5.87;-3.85
2448;23.86;-21.61;0.0;-2.25;-5.87;-8.94
2449;23.86;-21.61;0.0;-2.25;-5.87;-12.38
2450;23.86;-21.61;0.0;-2.25;-5.87;-13.77
2451;23.86;-21.61;0.0;-2.25;-5.87;-12.54
2452;23.86;-21.61;0.0;-2.25;-5.87;-20.74
2453;23.86;-21.61;0.0;-2.25;-2.53;-25.41
2454;28.75;-21.61;-4.89;-2.25;-2.53;-15.93
2455;23.86;-21.61;0.0;-2.25;-2.53;-20.99
2456;50.67;-21.61;-26.81;-2.25;-2.53;-0.0
2457;49.68;-21.61;-25.82;-2.25;-2.53;-0.0
2458;46.24;-21.61;-22.38;-2.25;-2.53;-0.0
2459;43.53;-21.61;-19.68;-2.25;-2.53;-0.0
2460;40.5;-21.61;-16.64;-2.25;-2.53;-0.0
2461;36.24;-21.61;-12.38;-2.25;-2.53;-0.0
2462;30.66;-21.61;-6.8;-2.25;-2.53;-0.0
2463;23.69;-21.46;0.0;-2.23;-2.45;-0.0
2464;13.69;-17.24;5.34;-1.79;0.0;-0.0
2465;8.85;-8.02;0.0;-0.83;5.35;-0.0
2466;6.39;-5.79;0.0;-0.6;6.64;-0.0
2467;4.02;-4.8;1.28;-0.5;3.88;-0.0
2468;2.46;-4.8;2.84;-0.5;3.88;-0.0
2469;1.8;-4.8;3.5;-0.5;3.88;-0.0
2470;2.05;-11.49;10.64;-1.2;0.0;-0.0
2471;3.12;-11.49;9.57;-1.2;0.0;-0.0
2472;3.53;-4.8;1.78;-0.5;3.88;-0.0
2473;3.44;-11.49;9.24;-1.2;0.0;-0.0
2474;2.3;-4.8;3.01;-0.5;3.88;-0.0
2475;1.07;-4.8;4.24;-0.5;3.88;-0.0
2476;1.23;-11.49;11.46;-1.2;0.0;-0.0
2477;1.07;-17.24;17.97;-1.79;0.0;-0.0
2478;0.66;-4.8;4.65;-0.5;7.21;-0.0
2479;1.72;-4.8;3.58;-0.5;7.21;-0.0
2480;2.79;-13.33;11.93;-1.39;2.27;-0.0
2481;2.38;-17.24;16.65;-1.79;0.0;-0.0
2482;2.38;-4.8;2.92;-0.5;7.21;-0.0
2483;2.54;-4.8;2.76;-0.5;7.21;-0.0
2484;2.87;-4.8;2.43;-0.5;7.21;-0.0
2485;3.85;-4.8;1.45;-0.5;7.21;-0.0
2486;5.57;-5.05;0.0;-0.53;7.07;-0.0
2487;7.46;-6.76;0.0;-0.7;6.08;-0.0
2488;10.82;-9.8;0.0;-1.02;4.31;-0.0
2489;16.48;-14.93;0.0;-1.55;1.34;-0.0
2490;21.73;-19.68;0.0;-2.05;-1.42;-0.0
2491;20.91;-18.94;0.0;-1.97;-4.32;-0.0
2492;17.95;-16.26;0.0;-1.69;-2.77;-0.0
2493;14.51;-13.14;0.0;-1.37;-0.96;-0.0
2494;11.64;-10.55;0.0;-1.1;0.55;-0.0
2495;9.51;-8.61;0.0;-0.9;1.67;-0.0
2496;8.36;-7.57;0.0;-0.79;2.27;-0.0
2497;8.61;-7.8;0.0;-0.81;2.14;-0.0
2498;11.07;-10.03;0.0;-1.04;0.85;-0.0
2499;13.69;-12.4;0.0;-1.29;-0.53;-0.0
2500;14.84;-13.44;0.0;-1.4;-1.13;-0.0
2501;14.68;-13.29;0.0;-1.38;2.29;-0.0
2502;15.9;-14.41;0.0;-1.5;1.64;-0.0
2503;19.27;-17.45;0.0;-1.81;-0.12;-0.0
2504;20.66;-18.71;0.0;-1.95;-0.86;-0.0
2505;20.66;-18.71;0.0;-1.95;-0.86;-0.0
2506;19.43;-17.6;0.0;-1.83;-0.21;-0.0
2507;17.95;-16.26;0.0;-1.69;0.57;-0.0
2508;16.23;-14.7;0.0;-1.53;1.47;-0.0
2509;15.49;-14.04;0.0;-1.46;1.86;-0.0
2510;15.0;-13.59;0.0;-1.41;2.12;-0.0
2511;14.35;-13.0;0.0;-1.35;2.46;-0.0
2512;17.13;-15.52;0.0;-1.61;1.0;-0.0
2513;22.3;-20.2;0.0;-2.1;-1.72;-0.0
2514;26.89;-21.61;-3.03;-2.25;-2.53;-0.0
2515;26.73;0.0;-26.73;0.0;6.67;-0.0
2516;24.19;0.0;-24.19;0.0;6.67;-0.0
2517;20.58;0.0;-20.58;0.0;6.67;-0.0
2518;18.04;0.0;-18.04;0.0;6.67;-0.0
2519;16.56;0.0;-16.56;0.0;6.67;-0.0
2520;15.66;-14.18;0.0;-1.47;-1.56;-0.0
2521;15.66;-14.18;0.0;-1.47;-1.56;-0.0
2522;14.76;-13.37;0.0;-1.39;-1.09;-0.0
2523;14.51;-13.14;0.0;-1.37;-0.96;-0.0
2524;13.77;-12.48;0.0;-1.3;-0.57;-0.0
2525;11.23;-10.17;0.0;-1.06;4.1;-0.0
2526;9.51;-8.61;0.0;-0.9;5.0;-0.0
2527;9.84;-17.24;9.19;-1.79;0.0;-0.0
2528;11.56;-10.47;0.0;-1.09;3.93;-0.0
2529;11.31;-17.24;7.72;-1.79;0.0;-0.0
2530;10.08;-9.13;0.0;-0.95;4.7;-0.0
2531;10.08;-9.13;0.0;-0.95;4.7;-0.0
2532;11.23;-10.17;0.0;-1.06;4.1;-0.0
2533;12.79;-11.58;0.0;-1.2;3.28;-0.0
2534;14.35;-13.0;0.0;-1.35;2.46;-0.0
2535;14.35;-13.0;0.0;-1.35;2.46;-0.0
2536;11.4;-10.32;0.0;-1.07;4.01;-0.0
2537;9.84;-17.24;9.19;-1.79;0.0;-0.0
2538;11.81;-10.69;0.0;-1.11;3.8;-0.0
2539;14.76;-13.37;0.0;-1.39;-1.09;-0.0
2540;15.74;-14.26;0.0;-1.48;-1.6;-0.0
2541;16.4;-14.85;0.0;-1.54;-1.95;-0.0
2542;16.31;-14.78;0.0;-1.54;-1.91;-0.0
2543;15.99;-21.61;7.87;-2.25;-5.87;-0.0
2544;14.59;-13.22;0.0;-1.37;-1.0;-0.0
2545;13.04;-21.61;10.82;-2.25;-5.87;-0.0
2546;11.89;-10.77;0.0;-1.12;0.42;-0.0
2547;9.76;-8.84;0.0;-0.92;1.54;-0.0
2548;7.05;-6.39;0.0;-0.66;2.96;-0.0
2549;4.02;-21.61;19.84;-2.25;-2.53;-0.0
2550;2.87;-4.8;2.43;-0.5;7.21;-0.0
2551;4.35;-21.61;19.51;-2.25;-2.53;-0.0
2552;8.12;-17.24;10.92;-1.79;0.0;-0.0
2553;10.58;-17.24;8.46;-1.79;0.0;-0.0
2554;12.79;-17.24;6.24;-1.79;0.0;-0.0
2555;13.94;-17.24;5.1;-1.79;0.0;-0.0
2556;13.94;-12.62;0.0;-1.31;2.68;-0.0
2557;14.35;-13.0;0.0;-1.35;2.46;-0.0
2558;15.82;-14.33;0.0;-1.49;1.69;-0.0
2559;18.61;-16.86;0.0;-1.75;0.22;-0.0
2560;21.97;-19.9;0.0;-2.07;-1.54;-0.0
2561;27.87;-21.61;-4.02;-2.25;-2.53;-0.0
2562;36.32;-21.61;-12.46;-2.25;-2.53;-0.0
2563;36.89;-21.61;-13.04;-2.25;-5.87;-0.0
2564;31.89;-21.61;-8.03;-2.25;-5.87;-0.0
2565;28.12;-21.61;-4.26;-2.25;-5.87;-0.0
2566;25.17;-21.61;-1.31;-2.25;-5.87;-0.0
2567;22.96;-21.61;0.9;-2.25;-5.87;-0.0
2568;21.32;-19.31;0.0;-2.01;-4.53;-0.0
2569;19.76;-21.61;4.1;-2.25;-5.87;-0.0
2570;17.79;-16.98;0.96;-1.77;-3.18;-0.0
2571;18.12;-21.61;5.74;-2.25;-5.87;-0.0
2572;19.76;-21.61;4.1;-2.25;-5.87;-0.0
2573;19.51;-21.61;4.35;-2.25;-2.53;-0.0
2574;21.48;-21.61;2.38;-2.25;-2.53;-0.0
2575;23.28;-21.09;0.0;-2.19;-2.23;-0.0
2576;23.28;-21.61;0.57;-2.25;-2.53;-0.0
2577;21.73;-21.61;2.13;-2.25;-2.53;-0.0
2578;19.51;-21.61;4.35;-2.25;-2.53;-0.0
2579;18.04;-17.24;1.0;-1.79;0.0;-0.0
2580;17.63;-17.24;1.41;-1.79;0.0;-0.0
2581;18.45;-21.61;5.41;-2.25;-2.53;-0.0
2582;19.84;-21.61;4.02;-2.25;-2.53;-0.0
2583;22.14;-21.61;1.72;-2.25;-2.53;-0.0
2584;23.86;-21.61;0.0;-2.25;-2.53;-0.16
2585;23.86;-21.61;0.0;-2.25;-2.53;-1.97
2586;23.86;-21.61;0.0;-2.25;-2.53;-8.94
2587;23.86;-21.61;0.0;-2.25;-5.87;-11.56
2588;23.86;-21.61;0.0;-2.25;-5.87;-8.44
2589;30.33;-21.61;-6.48;-2.25;-5.87;-0.49
2590;23.86;-21.61;0.0;-2.25;-5.87;-4.59
2591;25.5;-21.61;-1.64;-2.25;-5.87;-0.0
2592;24.68;-21.61;-0.82;-2.25;-5.87;-0.0
2593;24.6;-21.61;-0.74;-2.25;-5.87;-0.0
2594;24.6;-21.61;-0.74;-2.25;-5.87;-0.0
2595;24.1;-21.61;-0.25;-2.25;-5.87;-0.0
2596;23.45;-21.61;0.41;-2.25;-5.87;-0.0
2597;17.95;-21.61;5.9;-2.25;-2.53;-0.0
2598;19.51;-21.61;4.35;-2.25;-2.53;-0.0
2599;23.86;-21.61;0.0;-2.25;-2.53;-6.89
2600;23.86;-21.61;0.0;-2.25;-2.53;-15.25
2601;23.86;-21.61;0.0;-2.25;-2.53;-19.35
2602;23.86;-21.61;0.0;-2.25;-2.53;-20.74
2603;23.86;-21.61;0.0;-2.25;-2.53;-22.3
2604;23.86;-21.61;0.0;-2.25;-2.53;-25.5
2605;23.86;-21.61;0.0;-2.25;-2.53;-28.94
2606;23.86;-21.61;0.0;-2.25;-2.53;-30.09
2607;23.86;-21.61;0.0;-2.25;-2.53;-29.68
2608;23.86;-21.61;0.0;-2.25;-2.53;-27.14
2609;23.86;-21.61;0.0;-2.25;-2.53;-21.4
2610;23.86;-21.61;0.0;-2.25;-2.53;-19.35
2611;23.86;-21.61;0.0;-2.25;-5.87;-18.94
2612;23.86;-21.61;0.0;-2.25;-5.87;-17.63
2613;23.86;-21.61;0.0;-2.25;-5.87;-22.22
2614;23.86;-21.61;0.0;-2.25;-5.87;-19.27
2615;23.86;-21.61;0.0;-2.25;-5.87;-14.18
2616;23.86;-21.61;0.0;-2.25;-5.87;-6.64
2617;23.86;-21.61;0.0;-2.25;-5.87;-4.84
2618;23.86;-21.61;0.0;-2.25;-5.87;-3.85
2619;23.86;-21.61;0.0;-2.25;-5.87;-1.64
2620;23.86;-21.61;0.0;-2.25;-5.87;-1.31
2621;23.86;-21.61;0.0;-2.25;-2.53;-1.48
2622;23.86;-21.61;0.0;-2.25;-2.53;-7.21
2623;23.86;-21.61;0.0;-2.25;-2.53;-9.43
2624;23.86;-21.61;0.0;-2.25;-2.53;-10.41
2625;23.86;-21.61;0.0;-2.25;-2.53;-10.0
2626;23.86;-21.61;0.0;-2.25;-2.53;-8.77
2627;23.86;-21.61;0.0;-2.25;-2.53;-8.53
2628;23.86;-21.61;0.0;-2.25;-2.53;-9.76
2629;23.86;-21.61;0.0;-2.25;-2.53;-12.3
2630;23.86;-21.61;0.0;-2.25;-2.53;-15.41
2631;23.86;-21.61;0.0;-2.25;-2.53;-16.72
2632;23.86;-21.61;0.0;-2.25;-2.53;-10.08
2633;23.86;-21.61;0.0;-2.25;-2.53;-3.2
2634;23.86;-21.61;0.0;-2.25;-2.53;-1.39
2635;23.86;-21.61;0.0;-2.25;-5.87;-1.07
2636;23.86;-21.61;0.0;-2.25;-5.87;-0.82
2637;23.86;-21.61;0.0;-2.25;-5.87;-3.85
2638;23.86;-21.61;0.0;-2.25;-5.87;-7.95
2639;23.86;-21.61;0.0;-2.25;-5.87;-10.25
2640;23.86;-21.61;0.0;-2.25;-5.87;-11.56
2641;23.86;-21.61;0.0;-2.25;-5.87;-10.08
2642;23.86;-21.61;0.0;-2.25;-5.87;-8.2
2643;23.86;-21.61;0.0;-2.25;-5.87;-6.23
2644;23.86;-21.61;0.0;-2.25;-5.87;-3.94
2645;23.86;-21.61;0.0;-2.25;-2.53;-0.74
2646;23.86;-21.61;0.0;-2.25;-2.53;-5.74
2647;23.86;-21.61;0.0;-2.25;-2.53;-8.94
2648;23.86;-21.61;0.0;-2.25;-2.53;-13.94
2649;23.86;-21.61;0.0;-2.25;-2.53;-20.33
2650;23.86;-21.61;0.0;-2.25;-2.53;-27.79
2651;23.86;-21.61;0.0;-2.25;-2.53;-33.53
2652;23.86;-21.61;0.0;-2.25;-2.53;-35.66
2653;23.86;-21.61;0.0;-2.25;-2.53;-35.58
2654;23.86;-21.61;0.0;-2.25;-2.53;-34.6
2655;23.86;-21.61;0.0;-2.25;-2.53;-31.89
2656;23.86;-21.61;0.0;-2.25;-2.53;-26.48
2657;23.86;-21.61;0.0;-2.25;-2.53;-24.27
2658;23.86;-21.61;0.0;-2.25;-2.53;-21.89
2659;37.63;-21.61;-13.77;-2.25;-5.87;-4.18
2660;23.86;-21.61;0.0;-2.25;-5.87;-16.64
2661;39.27;-21.61;-15.41;-2.25;-5.87;-0.0
2662;36.65;-21.61;-12.79;-2.25;-5.87;-0.0
2663;35.25;-21.61;-11.4;-2.25;-5.87;-0.0
2664;32.55;-21.61;-8.69;-2.25;-5.87;-0.0
2665;29.1;-21.61;-5.25;-2.25;-5.87;-0.0
2666;26.23;-21.61;-2.38;-2.25;-5.87;-0.0
2667;23.28;-21.61;0.57;-2.25;-5.87;-0.0
2668;19.84;-21.61;4.02;-2.25;-5.87;-0.0
2669;15.41;-21.61;8.44;-2.25;-2.53;-0.0
2670;10.82;-21.61;13.04;-2.25;-2.53;-0.0
2671;9.18;-21.61;14.68;-2.25;-2.53;-0.0
2672;12.46;-21.61;11.4;-2.25;-2.53;-0.0
2673;14.84;-21.61;9.02;-2.25;-2.53;-0.0
2674;17.79;-21.61;6.07;-2.25;-2.53;-0.0
2675;21.4;-21.61;2.46;-2.25;-2.53;-0.0
2676;23.86;-21.61;0.0;-2.25;-2.53;-2.54
2677;24.4;-21.61;-0.55;-2.25;-2.53;-6.75
2678;23.86;-21.61;0.0;-2.25;-2.53;-9.59
2679;23.86;-21.61;0.0;-2.25;-2.53;-8.12
2680;33.04;-21.61;-9.18;-2.25;-2.53;-0.0
2681;35.42;-21.61;-11.56;-2.25;-2.53;-0.0
2682;32.38;-21.61;-8.53;-2.25;-2.53;-0.0
2683;29.27;0.0;-29.27;0.0;6.67;-0.0
2684;23.69;0.0;-23.69;0.0;6.67;-0.0
2685;20.74;0.0;-20.74;0.0;6.67;-0.0
2686;17.22;0.0;-17.22;0.0;6.67;-0.0
2687;14.68;0.0;-14.68;0.0;6.67;-0.0
2688;12.46;-21.61;11.4;-2.25;-5.87;-0.0
2689;11.64;-11.49;1.05;-1.2;0.0;-0.0
2690;11.31;-11.49;1.37;-1.2;0.0;-0.0
2691;9.76;-8.84;0.0;-0.92;1.54;-0.0
2692;7.62;-11.49;5.06;-1.2;0.0;-0.0
2693;5.74;-21.61;18.12;-2.25;-2.53;-0.0
2694;6.89;-17.24;12.15;-1.79;0.0;-0.0
2695;8.85;-18.3;11.35;-1.9;-0.62;-0.0
2696;9.26;-17.24;9.77;-1.79;0.0;-0.0
2697;10.08;-9.13;0.0;-0.95;4.7;-0.0
2698;11.81;-17.24;7.23;-1.79;0.0;-0.0
2699;12.95;-21.61;10.9;-2.25;-2.53;-0.0
2700;12.79;-21.61;11.07;-2.25;-2.53;-0.0
2701;11.81;-17.24;7.23;-1.79;0.0;-0.0
2702;10.99;-21.61;12.87;-2.25;-2.53;-0.0
2703;9.51;-17.24;9.52;-1.79;0.0;-0.0
2704;8.61;-7.8;0.0;-0.81;5.48;-0.0
2705;12.71;-17.24;6.32;-1.79;0.0;-0.0
2706;19.27;-17.45;0.0;-1.81;-0.12;-0.0
2707;23.12;-20.94;0.0;-2.18;-5.48;-0.0
2708;23.86;-21.61;0.0;-2.25;-5.87;-1.97
2709;23.86;-21.61;0.0;-2.25;-5.87;-2.79
2710;23.86;-21.61;0.0;-2.25;-5.87;-2.79
2711;23.86;-21.61;0.0;-2.25;-5.87;-9.18
2712;23.86;-21.61;0.0;-2.25;-5.87;-10.0
2713;23.86;-21.61;0.0;-2.25;-5.87;-14.35
2714;23.86;-21.61;0.0;-2.25;-5.87;-14.76
2715;23.86;-21.61;0.0;-2.25;-5.87;-14.92
2716;23.86;-21.61;0.0;-2.25;-5.87;-14.43
2717;23.86;-21.61;0.0;-2.25;-2.53;-14.76
2718;23.86;-21.61;0.0;-2.25;-2.53;-23.86
2719;23.86;-21.61;0.0;-2.25;-2.53;-29.19
2720;23.86;-21.61;0.0;-2.25;-2.53;-28.78
2721;23.86;-21.61;0.0;-2.25;-2.53;-28.53
2722;23.86;-21.61;0.0;-2.25;-2.53;-29.35
2723;23.86;-21.61;0.0;-2.25;-2.53;-31.48
2724;23.86;-21.61;0.0;-2.25;-2.53;-34.52
2725;23.86;-21.61;0.0;-2.25;-2.53;-37.96
2726;23.86;-21.61;0.0;-2.25;-2.53;-38.2
2727;23.86;-21.61;0.0;-2.25;-2.53;-31.4
2728;23.86;-21.61;0.0;-2.25;-2.53;-21.73
2729;23.86;-21.61;0.0;-2.25;-2.53;-17.95
2730;23.86;-21.61;0.0;-2.25;-2.53;-18.45
2731;23.86;-21.61;0.0;-2.25;-5.87;-17.22
2732;23.86;-21.61;0.0;-2.25;-5.87;-12.87
2733;23.86;-21.61;0.0;-2.25;-5.87;-9.18
2734;23.86;-21.61;0.0;-2.25;-5.87;-6.97
2735;23.86;-21.61;0.0;-2.25;-5.87;-3.44
2736;23.86;-21.61;0.0;-2.25;-5.87;-3.03
2737;26.48;-21.61;-2.62;-2.25;-5.87;-1.72
2738;23.86;-21.61;0.0;-2.25;-5.87;-4.1
2739;23.86;-21.61;0.0;-2.25;-5.87;-1.56
2740;23.86;-21.61;0.0;-2.25;-5.87;-1.15
2741;21.23;-21.61;2.62;-2.25;-2.53;-0.0
2742;23.86;-21.61;0.0;-2.25;-2.53;-2.21
2743;23.86;-21.61;0.0;-2.25;-2.53;-7.13
2744;23.86;-21.61;0.0;-2.25;-2.53;-9.76
2745;25.14;-21.61;-1.28;-2.25;-2.53;-10.19
2746;36.89;-21.61;-13.04;-2.25;-2.53;-0.0
2747;39.43;-21.61;-15.58;-2.25;-2.53;-0.0
2748;42.71;-21.61;-18.86;-2.25;-2.53;-0.0
2749;45.42;-21.61;-21.56;-2.25;-2.53;-0.0
